region_start;region_end;label;instrument
0.0;0.185759637;silence;
0.185759637;5.3870294780000005;intro;p,b,dr
5.387029478;47.925986394;theme_01_01;tp,ts,tb,p,b,dr
47.925986394;91.579501133;solo_01_01;s_p,b_b,b_dr
91.579501133;135.32589568999998;solo_02_01;s_tp,b_p,b_b,b_dr
135.325895691;178.607891155;solo_03_01;s_ts,b_p,b_b,b_dr
178.607891156;222.44716553199999;solo_03_02;s_ts,b_p,b_b,b_dr
222.447165532;266.657959182;solo_04_01;s_tb,b_p,b_b,b_dr
266.657959183;280.218412697;outro;tp,tb,ts,p,b,dr
280.218412697;283.6933333333333;silence;
