region_start;region_end;label;instrument
0.0;0.20897959100000002;silence;
0.20897959100000002;11.911836734000001;intro;p
11.911836734000001;37.151927437;theme_01_01;as,p,b,dr
37.151927437;63.854875283;solo_01_01;s_as,b_p,b_b,b_dr
63.854875283;90.952562358;solo_01_02;s_as,b_p,b_b,b_dr
90.952562358;118.166349206;solo_01_03;s_as,b_p,b_b,b_dr
118.166349206;145.519455782;solo_02_01;s_tp,b_p,b_b,b_dr
145.519455782;173.33696145099998;solo_02_02;s_tp,b_p,b_b,b_dr
173.33696145099998;199.08789115599998;theme_02_01;tp,as,p,b,dr
199.08789115599998;201.06666666666663;silence;
